,vol,title,body
2018-06-04,19424.750000000004,EQS-News: IDG Energy Investment invests in Liquefied Natural Gas Limited An ASX listco which holds a fully permitted US greenfield liquefaction project,"Dow Jones received a payment from EQS/DGAP to publish this press release. 

EQS-News / 04/06/2018 / 10:29 UTC+8 
 
*For Immediate Release June 4, 2018* 
 
/ 
 
*IDG ENERGY INVESTMENT GROUP LIMITED* 
 
*IDG ??????????** 
 
_(Stock code: 650.HK)_ 
 
*IDG Energy Investment invests in Liquefied Natural Gas Limited* 
 
*An ASX listco which holds a fully permitted US greenfield liquefaction 
project* 
 
*(June 4, 2018 - Hong Kong)* *IDG Energy Investment Group Limited* (""*IDG 
Energy Investment*"" or the ""*Company*"", stock code: 650.HK) is pleased to 
announce that it has entered into a share subscription agreement with 
Liquefied Natural Gas Limited (""*LNGL*"", ASX Code: LNG and OTC ADR: LNGLY) 
with a total consideration of A$28.2 million (approximately HK$166.8 
million). Upon completion of the subscription agreement, the Company will 
hold 9.9% of equity interest and be the second largest shareholder of LNGL. 
 
The subscription monies will principally be used in support of LNGL's 
ongoing liquefied natural gas (LNG) offtake marketing efforts, focusing on 
Magnolia LNG project. The completion of the transaction is not conditional 
on any Australian or foreign government approvals. 
 
LNGL is an Australian Securities Exchange (""*ASX*"") listed company that 
holds a competitive position in the mid-scale LNG industry. Among its other 
projects, Magnolia LNG is considered one of the most viable greenfield 
liquefaction projects in the world today. The project is developing an 8 
mtpa or greater LNG export terminal, in the State of Louisiana, on the 
Southeastern coast of the US,and has obtained all required US Federal Energy 
Regulatory Commission (FERC) and US Department of Energy (DoE) permits and 
approvals. 
 
*Mr. LIU Zhihai, President of IDG Energy Investment*, commented: ""We are 
excited to announce our investment in and support for LNGL and its Magnolia 
LNG project, which we see as one of the best positioned U.S. liquefaction 
projects to deliver needed LNG exports to Asia. IDG Energy Investment is 
particularly bullish on the long-term outlook for U.S. LNG into China, and 
this transaction represents an important component for our core investment 
strategy along LNG value chain. We believe that it will bring long-term 
benefits for our shareholders."" 
 
*Mr. Greg VESEY, LNGL's Managing Director and CEO, *""With the endorsement 
from IDG Energy Investment, a renowned investment company focused on energy 
assets, we are confident that this strategic relationship will provide LNGL 
with additional opportunities to market LNG volumes in Asia, given the 
portfolio of infrastructure investments of IDG Energy Investment and IDG 
Capital, including re-gasification interests."" 
- End - 
 
*About IDG Energy Investment (Stock Code: 650.HK)* 
IDG Energy Investment is mainly engaged in global energy assets investment 
and management. The Company is currently focusing on the substantial 
investment opportunities arising from China's increasing demand for imported 
natural gas and the emerging North American LNG exporting market due to 
abundant low-cost shale gas supply. By investing in China's first 
non-state-owned LNG receiving terminal and one of the largest Canadian LNG 
export terminals under development, the Company has been making strategic 
investments along the LNG business value chain. Other energy assets invested 
by IDG Energy Investment include an upstream crude oil block in China, and a 
world-class shale block in Eagle Ford of the United States, etc. 
 
IDG Energy Investment is affiliated with IDG Capital, a global leading 
private equity investment firm with its assets under management 
approximately US$ 20 billion. The Company's second largest shareholder, 
Foxconn, is the world's largest electronic products manufacturer and a 
Global Fortune 500 company ranking 27th in 2017. 
 
With strong supports from its shareholders, mature investment strategies, 
sophisticated cross-border transaction capabilities and in-depth knowledge 
on global energy market, IDG Energy Investment is best positioned to grasp 
the industry momentum brought by China's energy structural reform and the 
dynamic changes of the global natural gas market, and is committed to 
becoming the best cross-border energy asset investment manager of the 
region. 
 
For further information, please refer to IDG Energy Investment's website:  [1] 
 
*About LNGL (Stock Code: ASX: LNG and OTC ADR: LNGLY*) 
LNGL, founded in 2002, is based in Perth, Western Australia and listed on 
the Australian Securities Exchange (ASX Code: LNG) and traded on OTC (the 
""US"") (OTC ADR: LNGLY). LNGL is principally engaged in developing LNG 
export terminal projects in the US and in Canada, among which, the Magnolia 
LNG Project is considered one of the most viable greenfield liquefaction 
projects in the world today. 
 
For further information about LNGL, please visit the website: 
www.LNGLimited.com.au [2] 
 
This press release is issued by *Financial PR (HK) Limited *on behalf of 
*IDG Energy Investment Group Limited*. For further information, please 
contact: 
 
*IDG Energy Investment* 
 
*Ms. Lydia Zhong Email: *lydia_zhong@idgenergy.com 
 
*Tel: (852) 3903 1325* 
 
*Financial PR (HK) Limited* 
 
Mr. Tim Yue    Email: timyue@financialpr.hk 
Ms. Dawn Lee   Email: dawnlee@financialpr.hk 
Ms. Canace Xie Email: canacexie@financialpr.hk 
Tel:           (852) 2610 0846 
Fax:           (852) 2610 0842 
 
Document:  [3] 
Document title: IDG Energy Investment invests in Liquefied Natural Gas 
Limited An ASX listco which holds a fully permitted US greenfield 
liquefaction project 
 
04/06/2018 Dissemination of a Marketing Press Release, transmitted by EQS 
Group. 
The issuer is solely responsible for the content of this announcement. 
 
Media archive at www.todayir.com 
 
1:  
2:  
3:  
 
(END) Dow Jones Newswires

June 03, 2018 22:29 ET (02:29 GMT)"
2018-06-05,20161.775,Romanian households may get state grants for solar panels - News - Nuova Europa,"(ANSA) - BUCHAREST - Romania's Environment Fund
Administration plans to carry out a project that will offer
non-reimbursable financing to individuals who install
photovoltaic panels at home to produce electricity. According to
Romania-Insider.com up to 20,000 households may get financing
through this program to install photovoltaic panels with a
nominal capacity of 6 KW each. The grants for each household
will be EUR 5,000. The support scheme should also be approved by
the European Commission.


   Households who install photovoltaic panels will be able to
use the electricity for their own consumption and sell the rest.


(ANSA).


          


            © Copyright ANSA - All rights reserved"
2018-06-05,20161.775,Bilateral PPAs help independent retailers drive large scale Australian solar,"Commercial electricity retailer Flow Power has signed an offtake deal through to 2030 for a quarter of the production from the Kiamal Solar Farm, in Victoria. Total Eren - developer of the $90 million, 200 MW project - has now signed three bilateral PPAs with offtakers - pointing the way for project developers as large-scale solar's competiveness continues to grow.One of a rising number of innovative power retailers, Flow Power has signed its first solar PPA. The deal will see the retailer source highly competitive solar electricity from the Kiamal Solar Farm in western Victoria. With project ...
Den vollständigen Artikel lesen ..."
2018-06-06,21606.2,Caza Gold Enters into Business Combination Agreement with Arctic Blockchain and Receives Conditional Approval to List as Hydro66 on the CSE - dgap.de,"DGAP-News: Caza Gold Corp. / Key word(s): Miscellaneous

 

 

 The issuer is solely responsible for the content of this announcement.

 



Vancouver, British Columbia--(Newsfile Corp. - June 6, 2018) - Caza Gold Corp. (the 'Company' or 'Caza') is pleased to announce that it has entered into a binding business combination agreement (the 'Agreement') with Arctic Blockchain Ltd. ('Arctic') whereby Caza will acquire all of the securities of Arctic by way of a three-cornered amalgamation, subject to the terms and conditions of the Agreement (the 'Transaction'). The Agreement will be filed under Caza's profile on SEDAR at . Pursuant to the terms of the Transaction, Arctic will amalgamate with a wholly-owned subsidiary of Caza, and Caza will change its name to Hydro66 Holdings Corp. As a result of the Transaction, the Company will continue on with the business of Arctic's wholly owned subsidiary Hydro66 UK Limited. Further the Company is also pleased to announce it has received conditional approval from the Canadian Securities Exchange ('CSE') to list the common shares of the resulting issuer on the CSE. The Company will announce the listing date in a press release at a later date but expects to be listed on or around June 15, 2018.

Caza is a reporting issuer in the Provinces of British Columbia, Alberta, Saskatchewan, Ontario and Nova Scotia and its common shares (the 'Caza Shares') are not currently listed on any exchange or market. As contemplated by the Agreement, Caza and Arctic have applied to the CSE for the listing of the Caza Shares (the 'Listing'). Caza has no commercial operations, no assets and minimal liabilities.

In connection with the Transaction, Caza completed a consolidation of its common shares on a 1 for 76.3945 basis, whereby as of the date hereof there are 2,000,000 Caza Shares issued and outstanding. After completion of the Transaction, an aggregate of 127,000,000 Caza Shares will be issued and outstanding with former securityholders of Arctic holding 125,000,000 Caza Shares, which includes the issuance of 20,000,000 Caza Shares on conversion of certain securities of Arctic, representing approximately 98.43% of the then outstanding Caza Shares and the original shareholders of Caza holding 2,000,000 Caza Shares, representing approximately 1.57% of the then outstanding Caza Shares. The closing date for the Transaction is expected to be on or around June 8, 2018.

Upon completion of the Transaction, the board of directors and management of the resulting issuer will consist of the persons identified below:

David Rowe is the CEO of Black Green Capital, a Venture Capital investment company based in London specialising in disruptive digital transformation. Companies in the portfolio include: Verasity.io,  ,  , and  . David was CEO and founder of Easynet Group, a UK listed global Enterprise Cloud services business sold to BSkyB in 2006. David subsequently headed up B2B at BSkyB.

Anne Graf is the CEO of Hydro66 and has significant regional expertise in electricity supply markets and data center planning regulations. She has lived and worked in the UK, Belgium and Germany. Anne is also chair of Meramedia, a Swedish communications agency.

Mr. Patricio is the Chief Executive Officer and President of Mega Uranium Ltd., a uranium investment and development company.  From 2005 to 2016, Mr. Patricio managed Pinetree Capital Ltd. (being its Chief Executive Officer from 2015), a venture capital investment company focused on mining and technology.  Previously, Mr. Patricio practiced law at Osler LLP in Toronto and in-house for a global manufacturing company.   Mr. Patricio has built a number of companies, primarily in the mining and investment sectors, with global operations and holds and has held senior officer and director positions in several companies listed on stock exchanges in Toronto, Australia, London and New York. Mr. Patricio received his law degree from Osgoode Hall and was called to the Ontario bar in 2000.

Richard Croft is a solicitor with more than 20 years' experience of corporate and commercial law. Richard's current directorships include Maistro Plc, Croft Legal Services Limited, Black Green Capital Limited and Hydro66 UK Limited. His initial career was at GEC and as general counsel for Easynet Group. Richard specialises in TMT and new media commercial law.

Mr. Michael Hudson, B.Sc. (Hons 1st) GDipAppFin, FAusIMM, MSEG, MAIG, is an explorationist, geologist and entrepreneur.  He started his career in 1990 working in mines as an underground and exploration geologist.  Over the last 18 years he has developed and financed mineral exploration properties on four continents.  In 2004 he founded and has subsequently headed Mawson Resources Ltd (TSX:MAW), a gold exploration company in Sweden and Finland as Chairman & CEO.  Mr. Hudson is also a founder and director of both Leading Edge Material Ltd (TSXv:LEM), a battery raw material supply company in Sweden and Hannan Metals Ltd (TSXv:HAN), a zinc exploration company in Ireland.

Juliet Pedrazas is a chartered accountant with 18 years' experience. Juliet trained as an auditor with PwC. Prior to Hydro66, Juliet was Head of Finance for Easynet Group.

Mr. DeMare, a chartered professional accountant, has been President of Chase Management Inc. since 1991, providing accounting, management, securities regulatory compliance and corporate secretarial services to private and public-listed companies. Mr. DeMare also serves as an officer and/or director of a number of public-listed companies. Mr. DeMare holds a Bachelor of Commerce degree from the University of British Columbia and is a member in good standing of the Institute of Chartered Professional Accountants of British Columbia.

Further details about the Transaction and the resulting issuer will be provided in the listing statement to be filed on SEDAR in respect of the Transaction.

Investors are cautioned that, except as disclosed in the disclosure document to be prepared in connection with the Transaction, any information released or received with respect to the Transaction may not be accurate or complete and should not be relied upon

Arctic is the sole shareholder of Hydro66 UK Limited ('Hydro66'), a company with operations in Boden, Northern Sweden, an award-winning datacenter company that has been operating since 2014 which offers colocation services to enterprise and cryptocurrency customers. Hydro66 has installed operating capacity of 11MW with an additional 8MW of capacity under construction. The site has potential capacity and reserved power of 42MW. The site uses 100% hydro-power and an innovative building and cooling system.

Neither the CSE nor its Regulation Services Provider accepts responsibility for the adequacy or accuracy of this release.

This news release contains certain 'forward-looking information' within the meaning of applicable securities law. Forward looking information is frequently characterized by words such as 'plan', 'expect', 'project', 'intend', 'believe', 'anticipate', 'estimate', 'may', 'will', 'would', 'potential', 'proposed' and other similar words, or statements that certain events or conditions 'may' or 'will' occur. These statements are only predictions. Forward-looking information is based on the opinions and estimates of management at the date the information is provided, and is subject to a variety of risks and uncertainties and other factors that could cause actual events or results to differ materially from those projected in the forward-looking information. For a description of the risks and uncertainties facing the Company and its business and affairs, readers should refer to the Company's Management's Discussion and Analysis. The Company undertakes no obligation to update forward-looking information if circumstances or management's estimates or opinions should change, unless required by law. The reader is cautioned not to place undue reliance on forward-looking information.

Not for distribution to U.S. Newswire Services or for dissemination in the United States. Any failure to comply with this restriction may constitute a violation of U.S. Securities laws."
2018-06-06,21606.2,Nainggolan: Father abandoned me | Football Italia,"Roma’s Radja Nainggolan reveals ‘we could go a month without electricity’ growing up and that ‘my father turned his back on me.’

“There were three of us at home. My father left us and my mother had to pay her debts,” he told VTM.

“She earned €1300, working 10 hours a day. We’d eat the same things even three times a week and we could go a month without electricity.

“Going to Italy? I couldn’t not go. I wanted to go back after six months, but my brother convinced me to continue and stay.

“I earned €1400 a month at Pescara and was able to send €500 to my mother. My father? I went to Indonesia four years ago.

“I wanted to give him another chance, I wanted to forgive him, but he turned his back on me and asked me for some money.”

See the latest Serie A predictions and betting tips with Eurotips.co.uk"
2018-06-06,21606.2,extending work in Aleppo,"Holding hands with two of her small children, Amal Mahmoud picks her way among puddles along an Aleppo street lined with the rubble of bombed houses.

Mahmoud, 43, was widowed by a rocket blast that killed her husband. Her work as a domestic helper does not provide enough money to feed the eight members of her family.

She is fighting to survive. “But my strength is weakening,” she says.

In Aleppo the bombardments and gunfire stopped in December 2016, but much of Syria’s largest city remains in ruins and more than two million people need humanitarian aid.

Nearly four years of fighting destroyed the once bustling historic city, bitterly dividing it into government and rebel-held halves.

The forces of President Bashar Assad ended the battle by capturing the rebel-held east in December 2016, but the devastation, human flight and division was so great that the city’s recovery has been painfully slow.

Syria’s civil war, now in its eighth year and one of the world’s worst ever humanitarian catastrophes, still rages in other parts of the country.

The United Nations estimates that 6.1 million people are internally displaced; 13.1 million are dependent on aid inside the country, with 5.6 million in acute need; and 5.5 million people have sought sanctuary in neighbouring countries.

Such is the horror and confusion of the war that it is impossible to estimate the number of people killed. Most international experts cite a general figure of over 500,000 deaths.

Peace has come to Aleppo and its conditions are improving, with supplies of water and electricity more frequent; but its requirements are urgent.

Some 2.25 million people need humanitarian aid. The city is hosting over 960,000 internally displaced people and eastern Aleppo remains in ruins. Many relief organisations and charities are leaving .

To help combat the crisis, Caritas is extending its work in the city by launching a three-year campaign.

“The ongoing crisis in Aleppo requires a more focused intervention to ensure the needs of the most vulnerable are met and that people are supported to build their livelihoods and sustain them,” said George Kahal, director of Caritas in Aleppo.

The Euro 4.1 million plan will help 34,300 people with assistance ranging from food and shelter to medicine and surgery.

Mehmoud and her family will be beneficiaries of the plan. In her bare, bomb-damaged house in east Aleppo, she says that Caritas is already helping, providing them with aid such as food, blankets and clothes.

“I’m exhausted, but happy that Caritas lightens my load,” she said. “Since I started receiving help, I know I’m not alone.”

Caritas’ work in the east and west of Aleppo has already reached more than 20,000 people with Euro 2.3 million dispensed in aid distributions, counselling and education, medical and rent support.

This includes the distribution of some 5,000 food vouchers; clothes sent to some 1,700 households; over 700 households receiving rental support; and health-related assistance given to 2,566 vulnerable people.

Non-food items handed out include kitchen kits, mattresses, battery-powered fans, solar-power lamps, water containers, carpets, detergents, and sanitary items. Caritas has given Aleppo’s children particular support.

Some 476 affected children are engaged in psychosocial support. They participate in activities that help them develop social skills, including hand washing, being respectful to each other and expressing feelings.

“At the end of each cycle we work to merge two different communities through an open day that brings together children and reunites groups of children in Aleppo,” said Kahal, director of Caritas in Aleppo.

Most of the children of Aleppo have lost years of study. Caritas provides extra classes to help bring pupils up to speed. Caritas also gives assistance to public and private schools and to university students.

Thanks to Caritas, more than 260 children have accessed tutoring and more than 280 received stationery supplies and school supplies.

Ibtisan, who lives in Aleppo, sends all five of her children to school. They all also attend a local Caritas centre that provides extra classes in English, Maths and Arabic.

“They all improved. They want to go to Caritas more than school,” said Ibtisan. “The most important thing I want them to do is keep learning.”

In Jabal Badro, one of the area’s worst affected by the violence in eastern Aleppo, Caritas is the only organization helping residents.

“Actually, we are not just helping with humanitarian aid, we are improving the lives of people there,” said Nawras Layous, Caritas project coordinator in Syria.

“When Caritas arrived in the eastern part of the city, the infrastructure was destroyed, water pipes were broken,” he added. “Caritas provided water tanks and water trucks that roamed the neighbourhoods filling houses’ water tanks.”

Abou Ahmed, a 53-year-old father of five from Jabal Badro, said the water supply and other Caritas assistance he receives has “lifted a burden from my shoulders”.

“I don’t have to worry anymore about buying water or medicines,” he said. “Caritas is taking care of that. Now I am focusing on my work as a porter to be able to earn some money for our livelihood.”

Caritas’ work to date and its new extended three-year plan to assist Aleppo cannot bring back the city to before the war, but it can help give its people a present.

“We are facing a challenge,” said Kahal, director of Caritas in Aleppo. “Many other NGOs and local charities are closing their activities in Aleppo. This will create a bigger burden on Caritas, but we are ready to face this challenge.”

Caritas works in major crises zones throughout Syria, including the capital Damascus and the city of Homs. It helped 230,000 people inside the country in 2017."
2018-06-06,21606.2,Environment Day: The World Must Unite to Beat Plastic Pollution,"The world must unite to “beat plastic pollution” United Nations Secretary-General António Guterres said in his message for World Environment Day, noting that microplastic particles in the ocean, “now outnumber stars in our galaxy”.



In his message marking the day on 5 June, he said a healthy planet was essential for a prosperous and peaceful future, spelling out that: “We all have a role to play in protecting our only home.”



“Our world is swamped by harmful plastic waste,” he stated. “Every year, more than eight million tonnes end up in the oceans.”



Pointing out the astonishing comparison between stars in the cosmos and ocean plastics, Mr. Guterres underscored that “from remote islands, to the Artic, nowhere is untouched.”



If present trends continue, by 2050 our oceans will have more plastic than fish, he said.



On World Environment Day, Mr. Guterres is encouraging everyone to also stop using plastic products which are designed just to be thrown away, such as plastic bottles.



“Refuse what you can’t re-use,” he asserted.



“Together, we can chart a path to a cleaner, greener world,” concluded the Secretary-General.



Since it was first celebrated in 1974, the Day has helped raise awareness and generate political momentum around global environmental concerns such as ozone depletion, desertification and global warming.



The state of renewable energy



In conjunction with the Day, UN Environment (UNEP), on Monday, launched REN21, or the Renewables 2018 Global Status Report, which paints a positive picture of a renewable power sector characterized by falling costs, increased investment, record-setting installation and innovative business models that are driving rapid change.



The Renewable Energy Policy Network for the 21st Century, or REN21 – supported by UNEP - is a global renewable energy policy network that aims to facilitate knowledge exchange, policy development and joint action towards a rapid global transition to renewable energy.



After years of active policy support - driven by technology advances, rapid growth and dramatic cost reductions in solar and wind - renewable electricity is now less expensive than newly installed fossil and nuclear energy generation in many parts of the world.



But not all of the news is good. There is uneven progress between sectors and across different geographical regions, and a “fundamental disconnect” between commitments and real action on the ground.



The power sector on its own will not deliver the emissions reductions demanded by the Paris Climate Agreement or the aspirations of Sustainable Development Goal 7 to ensure access to affordable, reliable, sustainable and modern energy for all, says the report.



The heating, cooling and transport sectors, which together account for about 80 per cent of the world's total energy demand, are also lagging.



Simply put, the global renewable energy transition is progressing far too slowly."
2018-06-06,21606.2,China steps in to fill US solar void in the occupied territories,"With Palestinian developers keeping a low-profile since the advent of the Trump administration, Chinese government money is funding PV projects to support electricity supplies in the disputed nation's crumbling infrastructure.Solar developers in the West Bank are looking to China to drive PV development in the occupied territory amid fears the administration of U.S. President Donald Trump will not be sympathetic to the Palestinian cause or renewable energy, according to a prominent Palestinian developer. Abdelnaser Dwaikat, MD of Msader for Energy System, told pv magazine the U.S. government's ..."
2018-06-07,21491.95,Swaziland issues tender for its first solar park,"The Lavumisa 10 MW Solar PV Plant be located in the homonymous area in the southeastern part of Swaziland. The Swaziland Electricity Company (SEC) intends to develop the plant on two phases of 5 MW each.Swaziland's state-owned power utility Swaziland Electricity Company (SEC) has issued a tender for the construction of a 10 MW solar park in the country's southeastern region of Lavumisa. The SEC is procuring the services of an EPC contractor to design, construct and commission the facility together with all the required grid infrastructure to connect it to the grid. The plant will be developed ..."
2018-06-07,21491.95,"Germany, Italy and Chile are better positioned for grid-parity in DG, study says","The updated version of the ""PV Grid Parity Monitor"" (GPM) provides an analysis for the commercial DG segment in representative cities of five countries: Germany, Chile, Spain, Italy and Mexico. Germany, Chile and Italy are the countries where good proximity to grid-parity and regulations favoring self-consumption are best combined.The PV grid-parity (when the cost of generating photovoltaic electricity is equal to the cost of grid electricity, assuming that 100% of PV electricity is instantly consumed) is a reality in the commercial segment in Germany, Chile , Spain and Italy, as shown by the ..."
2018-06-07,21491.95,Estonia now has more options for rooftop PV,"With new amendments to the Electricity market act, the Baltic country will now hold its first technology-neutral auctions for renewable energy projects ranging in size from 50 kW to 1 MW, its feed-in premium scheme limited to generators up to 50 kW (which may favor solar), and more chances to create direct lines with single final customers.The Estonian Parliament voted Wednesday on several amendments to Electricity market act, which will regulate incentives for renewable energies over the coming years. According to Andres Meesak, CEO of the Estonian PV Association, the amendments will introduce ..."
2018-06-07,21491.95,Leclanché SA: Leclanché shareholders approve all Board proposals at Annual General Meeting - dgap.de,"Leclanché SA / Key word(s): AGM/EGM/AGM/EGM

 

 

 Release of an ad hoc announcement pursuant to Art. 53 KR

 The issuer is solely responsible for the content of this announcement.







 YVERDON LES BAINS, Switzerland, 7 June 2018: Leclanché SA (SIX: LECN), one of the world's leading energy storage solution companies, today announces that its shareholders approved all the proposals of the Board of Directors at its 2018 Annual General Meeting held this morning in Yverdon-les-Bains.

In connection with the operating and growth plans of the Company, shareholders approved the increase of the authorized share capital to an amount of CHF 60'511'905.00 (40'341'270 shares) and of the conditional share capital to an amount of CHF 56'011'905.00 (for 37'341'270 shares).

 Shareholders also elected Mr. Toi Wai David Suen[1] as a new board member. The CEO, Mr. Anil Srivastava, provided a comprehensive overview on 2017 achievements and stressed that the new funding facilities announced on 5 June 2018, will enable the Company to deliver a milestone of 100 MWh of energy storage systems in operation this current year. The Company is expected to be EBITDA positive by 2020.

""We sincerely thank our shareholders for their continuous support to Leclanché and its management team. We are grateful to the shareholders for approving all proposed resolutions"", said Jim Atack, Chairman of Leclanché.

The Chairman of Leclanché noted his appreciation of Ms. Cathy Wang, Mr. Adam Said and Mr. Pierre-Alain Graf, whose term of office came to an end and did not seek re-election.

 Mr. Adam Said commented: ""It has been a privilege to work with my fellow board members and with Leclanché's management, as the 100-year-old company transitioned into a leading energy storage solution provider. I am confident that with the substantial investment recently announced and a built-up order book of over 50 MWh, Leclanché can meet its goal of becoming a world leader in the energy storage and mobility markets. I look forward to helping Leclanché in my capacity as a shareholder as it continues on its growth trajectory.""

 Mr Pierre-Alain Graf said: ""Serving the board of Leclanché has been fascinating and very interesting. I am convinced that the recently announced financing will support the Company to achieve its growth targets. I look very much forward to seeing the Company become an important battery player in this emerging global market.""

 

 * * * * *

Leclanché's history and heritage is rooted in over 100 years of battery and energy storage innovation and the Company is a trusted provider of energy storage solutions globally. This coupled with the Company's culture of German engineering and Swiss precision and quality, continues to make Leclanché the partner of choice for both disruptors, established companies and governments who are pioneering positive changes in how energy is produced, distributed and consumed around the world.

The energy transition is being driven primarily by changes in the management of our electricity networks and the electrification of transport, and these two end markets form the backbone of our strategy and business model. Leclanché is at the heart of the convergence of the electrification of transport and the changes in the distribution network. Leclanché is the only listed pure play energy storage company in the world, organised along three business units: stationary storage solutions, etransport solutions and specialty batteries systems. Leclanché is listed on the Swiss Stock Exchange (SIX: LECN).

Disclaimer

 This press release contains certain forward-looking statements relating to Leclanché's business, which can be identified by terminology such as ""strategic"", ""proposes"", ""to introduce"", ""will"", ""planned"", ""expected"", ""commitment"", ""expects"", ""set"", ""preparing"", ""plans"", ""estimates"", ""aims"", ""would"", ""potential"", ""awaiting"", ""estimated"", ""proposal"", or similar expressions, or by expressed or implied discussions regarding the ramp up of Leclanché's production capacity, potential applications for existing products, or regarding potential future revenues from any such products, or potential future sales or earnings of Leclanché or any of its business units.

You should not place undue reliance on these statements. Such forward-looking statements reflect the current views of Leclanché regarding future events, and involve known and unknown risks, uncertainties and other factors that may cause actual results to be materially different from any future results, performance or achievements expressed or implied by such statements. There can be no guarantee that Leclanché's products will achieve any particular revenue levels. Nor can there be any guarantee that Leclanché, or any of the business units, will achieve any particular financial results.

* * * * *

* * * * *

 [1] Mr. Toi Wai David Suen, is a Hong Kong citizen born in 1962. Mr. Suen is meant to join Leclanché's Board of Directors as an independent director. With 25 years in the banking industry, Mr. Suen's expertise covers fields as diverse as Management, Equity Capital Markets, CRM, IPO and Secondary Stock Markets, Syndication and Organization, and Roadshow Presentation. Mr. Suen also worked in the public sector as Financial Analyst. He previously operated as IT Senior System Analyst, drove MRP implementation and several other key software implementations. Mr. Suen started his career in accounting and finance, and had an experience as Purchasing Manager. He holds a Bachelor degree in Computer Sciences (B. Sc.) of the University of Alberta in Edmonton, and a Master of Business Administration (MBA) of the Florida International University, in Miami."
2018-06-08,20965.2,Brazil's Cemig buys 431 MW of wind and solar in own auction,"Selected wind and power plants will supply electricity to the Brazilian utility under a 20-year PPA starting from 2022.Brazil's Minas Gerais-based power company, Compañía Energética de Minas Gerais S.A. (CEMIG), the fourth largest energy company in the country, has announced the results of its own auction for large-scale wind and solar power projects, which was launched in mid-May. In a filing with the Securities and Exchange Commission of Brazil (CVM), the company said that its unit Cemig Geração e Transmissão S. A. has contracted 431.4 MW of wind and solar power in the auction. Cemig stressed ..."
2018-06-09,17705.725000000002,,
2018-06-10,13958.974999999999,,
2018-06-11,17379.425000000007,Orbit Energy Ltd and Shell Energy Europe Ltd Announce Five-Year Agreement,"- Orbit Energy Ltd, an exciting new entrant to the Great Britain (GB) electricity and gas market, has agreed to an exclusive five-year deal with Shell Energy Europe Ltd for the supply of its power, gas and environmental products.
 
This agreement allows Orbit Energy to hedge its commodity risk and secure competitive energy prices for its customers, enabling accelerated growth in 2018.
 
""Adding Shell Energy Europe as our strategic trading partner allows us to provide stable prices and peace of mind to our customers from day one. This partnership is a critical milestone, one that will support sustainable growth through continuity of supply for all Orbit Energy customers""; said Tim Szakacs, Co-founder and CEO, Orbit Energy.


 
""Orbit Energy represents an exciting new opportunity for Shell Energy Europe Ltd as it demonstrates our ongoing commitment to partner with experienced management teams with proven success in energy supply markets."" said Michael Siddique, Manager, Structured Energy Transactions for Shell Energy Europe Ltd.
 
Orbit Energy offers secure and easy online enrolment, and affordable electricity and gas supply throughout GB.  For more information, visit the Orbit Energy website:  
ABOUT ORBIT ENERGY 
 
Orbit Energy supplies electricity and gas to homeowners and small businesses throughout Great Britain's deregulated energy markets.  The company is a joint venture of Australian-based Energy Global Investments and US-based Genie Energy.
 
ABOUT SHELL ENERGY EUROPE LTD 
 
Shell Energy Europe Ltd is one of the major energy supply businesses and a leading marketer and trader of energy commodities, including gas, power and environmental products. Shell Energy Europe Ltd's main trading office is in London.
 
Contact: 
 
Tim Szakacs Chief Executive Officer  D: +44 (0) 207 030 4914 E: [email protected]"
